14-05-2020 20:15:11.0000|INFO |Starting TradingSystemApplication on RASIS03 with PID 4972 (C:\WorkSpace\Wsep202\target\classes started by rasis in C:\WorkSpace\Wsep202)
14-05-2020 20:15:11.0074|INFO |No active profile set, falling back to default profiles: default
14-05-2020 20:15:16.0902|INFO |The system is now connected to the external systems
14-05-2020 20:15:18.0182|INFO |The user admin got encrypted password and salt
14-05-2020 20:15:18.0183|INFO |The system is now connected to the external systems
14-05-2020 20:15:21.0724|INFO |notifyObservers
14-05-2020 20:15:21.0777|INFO |Started TradingSystemApplication in 12.621 seconds (JVM running for 17.56)
14-05-2020 20:15:21.0786|INFO |creation the Directories for images
14-05-2020 20:15:21.0787|INFO |The Directory of the images exists
14-05-2020 20:15:22.0087|INFO |user: chadd.cormier , B0000DHWDX
14-05-2020 20:15:22.0091|INFO |The user chadd.cormier got encrypted password and salt
14-05-2020 20:15:22.0092|INFO |The user chadd.cormier registering
14-05-2020 20:15:22.0167|INFO |user: rhea.wintheiser , B000QA7ZFC
14-05-2020 20:15:22.0169|INFO |The user rhea.wintheiser got encrypted password and salt
14-05-2020 20:15:22.0170|INFO |The user rhea.wintheiser registering
14-05-2020 20:15:22.0257|INFO |user: mazie.dibbert , B000BYDF4I
14-05-2020 20:15:22.0258|INFO |The user mazie.dibbert got encrypted password and salt
14-05-2020 20:15:22.0258|INFO |The user mazie.dibbert registering
14-05-2020 20:15:22.0330|INFO |user: magdalen.spinka , B000A6Y8AW
14-05-2020 20:15:22.0331|INFO |The user magdalen.spinka got encrypted password and salt
14-05-2020 20:15:22.0331|INFO |The user magdalen.spinka registering
14-05-2020 20:15:22.0408|INFO |user: cameron.okeefe , B00019774C
14-05-2020 20:15:22.0409|INFO |The user cameron.okeefe got encrypted password and salt
14-05-2020 20:15:22.0410|INFO |The user cameron.okeefe registering
14-05-2020 20:15:22.0482|INFO |user: barney.beahan , B000A3LC18
14-05-2020 20:15:22.0483|INFO |The user barney.beahan got encrypted password and salt
14-05-2020 20:15:22.0483|INFO |The user barney.beahan registering
14-05-2020 20:15:22.0544|INFO |user: shaylee.gaylord , B000A0GB7Q
14-05-2020 20:15:22.0545|INFO |The user shaylee.gaylord got encrypted password and salt
14-05-2020 20:15:22.0545|INFO |The user shaylee.gaylord registering
14-05-2020 20:15:22.0611|INFO |user: dakota.kiehn , B0001H5NK4
14-05-2020 20:15:22.0612|INFO |The user dakota.kiehn got encrypted password and salt
14-05-2020 20:15:22.0612|INFO |The user dakota.kiehn registering
14-05-2020 20:15:22.0726|INFO |user: ludwig.leannon , B000A3PVZ6
14-05-2020 20:15:22.0727|INFO |The user ludwig.leannon got encrypted password and salt
14-05-2020 20:15:22.0728|INFO |The user ludwig.leannon registering
14-05-2020 20:15:22.0909|INFO |user: marta.fisher , B000KFZ32A
14-05-2020 20:15:22.0910|INFO |The user marta.fisher got encrypted password and salt
14-05-2020 20:15:22.0910|INFO |The user marta.fisher registering
14-05-2020 20:15:23.0044|INFO |store: Yundt-Yundt of the owner cameron.okeefe
14-05-2020 20:15:23.0045|INFO |added a new owned OR managed store 'Yundt-Yundt' to the user 'cameron.okeefe'
14-05-2020 20:15:23.0045|INFO |A new store 'Yundt-Yundt' was opened in the system, cameron.okeefe is the owner
14-05-2020 20:15:23.0170|INFO |store: Hodkiewicz-Hodkiewicz of the owner cameron.okeefe
14-05-2020 20:15:23.0171|INFO |added a new owned OR managed store 'Hodkiewicz-Hodkiewicz' to the user 'cameron.okeefe'
14-05-2020 20:15:23.0171|INFO |A new store 'Hodkiewicz-Hodkiewicz' was opened in the system, cameron.okeefe is the owner
