13-05-2020 13:37:11.0273|INFO |Starting TradingSystemApplication on RASIS03 with PID 18880 (C:\WorkSpace\Wsep202\target\classes started by rasis in C:\WorkSpace\Wsep202)
13-05-2020 13:37:11.0333|INFO |No active profile set, falling back to default profiles: default
13-05-2020 13:37:19.0940|INFO |The system is now connected to the external systems
13-05-2020 13:37:23.0319|INFO |The user admin got encrypted password and salt
13-05-2020 13:37:23.0319|INFO |The system is now connected to the external systems
13-05-2020 13:37:42.0253|INFO |notifyObservers
13-05-2020 13:37:42.0373|INFO |Started TradingSystemApplication in 33.106 seconds (JVM running for 39.97)
13-05-2020 13:37:42.0395|INFO |creation the Directories for images
13-05-2020 13:37:42.0397|INFO |The Directory of the images exists
13-05-2020 13:37:43.0455|INFO |user: carlotta.dach , B000IT4T9Q
13-05-2020 13:37:43.0462|INFO |The user carlotta.dach got encrypted password and salt
13-05-2020 13:37:43.0463|INFO |The user carlotta.dach registering
13-05-2020 13:37:43.0917|INFO |user: winfield.schmitt , B000NG1GKO
13-05-2020 13:37:43.0930|INFO |The user winfield.schmitt got encrypted password and salt
13-05-2020 13:37:43.0931|INFO |The user winfield.schmitt registering
13-05-2020 13:37:44.0296|INFO |user: marty.schowalter , B000BJ20Y4
13-05-2020 13:37:44.0298|INFO |The user marty.schowalter got encrypted password and salt
13-05-2020 13:37:44.0298|INFO |The user marty.schowalter registering
13-05-2020 13:37:44.0692|INFO |user: benedict.bosco , B000A1AUBI
13-05-2020 13:37:44.0696|INFO |The user benedict.bosco got encrypted password and salt
13-05-2020 13:37:44.0697|INFO |The user benedict.bosco registering
13-05-2020 13:37:45.0279|INFO |user: nicholas.haag , B000I6VJ7O
13-05-2020 13:37:45.0280|INFO |The user nicholas.haag got encrypted password and salt
13-05-2020 13:37:45.0281|INFO |The user nicholas.haag registering
13-05-2020 13:37:45.0486|INFO |user: kelsi.rowe , B0007Z6BBA
13-05-2020 13:37:45.0487|INFO |The user kelsi.rowe got encrypted password and salt
13-05-2020 13:37:45.0487|INFO |The user kelsi.rowe registering
13-05-2020 13:37:45.0724|INFO |user: carley.bartoletti , B000J3401I
13-05-2020 13:37:45.0726|INFO |The user carley.bartoletti got encrypted password and salt
13-05-2020 13:37:45.0726|INFO |The user carley.bartoletti registering
13-05-2020 13:37:45.0906|INFO |user: lesly.morar , B000IBFL2S
13-05-2020 13:37:45.0907|INFO |The user lesly.morar got encrypted password and salt
13-05-2020 13:37:45.0907|INFO |The user lesly.morar registering
13-05-2020 13:37:46.0082|INFO |user: brady.hirthe , B000FTQ5A0
13-05-2020 13:37:46.0083|INFO |The user brady.hirthe got encrypted password and salt
13-05-2020 13:37:46.0083|INFO |The user brady.hirthe registering
13-05-2020 13:37:46.0250|INFO |user: dalton.olson , B000A1AUBI
13-05-2020 13:37:46.0251|INFO |The user dalton.olson got encrypted password and salt
13-05-2020 13:37:46.0252|INFO |The user dalton.olson registering
13-05-2020 13:37:46.0449|INFO |store: Brown-Brown of the owner marty.schowalter
13-05-2020 13:37:46.0450|INFO |added a new owned OR managed store 'Brown-Brown' to the user 'marty.schowalter'
13-05-2020 13:37:46.0451|INFO |A new store 'Brown-Brown' was opened in the system, marty.schowalter is the owner
13-05-2020 13:37:46.0673|INFO |store: Carroll-Carroll of the owner carlotta.dach
13-05-2020 13:37:46.0674|INFO |added a new owned OR managed store 'Carroll-Carroll' to the user 'carlotta.dach'
13-05-2020 13:37:46.0674|INFO |A new store 'Carroll-Carroll' was opened in the system, carlotta.dach is the owner
13-05-2020 13:37:46.0884|INFO |store: Adams-Adams of the owner nicholas.haag
13-05-2020 13:37:46.0884|INFO |added a new owned OR managed store 'Adams-Adams' to the user 'nicholas.haag'
13-05-2020 13:37:46.0884|INFO |A new store 'Adams-Adams' was opened in the system, nicholas.haag is the owner
13-05-2020 13:37:47.0790|INFO |store: Jacobi, Jacobi and Jacobi of the owner winfield.schmitt
13-05-2020 13:37:47.0790|INFO |added a new owned OR managed store 'Jacobi, Jacobi and Jacobi' to the user 'winfield.schmitt'
13-05-2020 13:37:47.0790|INFO |A new store 'Jacobi, Jacobi and Jacobi' was opened in the system, winfield.schmitt is the owner
13-05-2020 13:37:47.0984|INFO |store: Koch Inc of the owner lesly.morar
13-05-2020 13:37:47.0985|INFO |added a new owned OR managed store 'Koch Inc' to the user 'lesly.morar'
13-05-2020 13:37:47.0985|INFO |A new store 'Koch Inc' was opened in the system, lesly.morar is the owner
13-05-2020 13:37:48.0199|INFO |store: O'Conner-O'Conner of the owner carley.bartoletti
13-05-2020 13:37:48.0199|INFO |added a new owned OR managed store 'O'Conner-O'Conner' to the user 'carley.bartoletti'
13-05-2020 13:37:48.0199|INFO |A new store 'O'Conner-O'Conner' was opened in the system, carley.bartoletti is the owner
13-05-2020 13:37:48.0265|INFO |notifyObservers
13-05-2020 13:37:48.0427|INFO |store: Gutmann and Sons of the owner benedict.bosco
13-05-2020 13:37:48.0428|INFO |added a new owned OR managed store 'Gutmann and Sons' to the user 'benedict.bosco'
13-05-2020 13:37:48.0428|INFO |A new store 'Gutmann and Sons' was opened in the system, benedict.bosco is the owner
13-05-2020 13:37:48.0657|INFO |store: Mraz-Mraz of the owner kelsi.rowe
13-05-2020 13:37:48.0657|INFO |added a new owned OR managed store 'Mraz-Mraz' to the user 'kelsi.rowe'
13-05-2020 13:37:48.0658|INFO |A new store 'Mraz-Mraz' was opened in the system, kelsi.rowe is the owner
13-05-2020 13:37:48.0902|INFO |store: Kemmer-Kemmer of the owner brady.hirthe
13-05-2020 13:37:48.0902|INFO |added a new owned OR managed store 'Kemmer-Kemmer' to the user 'brady.hirthe'
13-05-2020 13:37:48.0903|INFO |A new store 'Kemmer-Kemmer' was opened in the system, brady.hirthe is the owner
13-05-2020 13:37:49.0186|INFO |store: Cronin-Cronin of the owner marty.schowalter
13-05-2020 13:37:49.0186|INFO |added a new owned OR managed store 'Cronin-Cronin' to the user 'marty.schowalter'
13-05-2020 13:37:49.0187|INFO |A new store 'Cronin-Cronin' was opened in the system, marty.schowalter is the owner
13-05-2020 13:37:49.0450|INFO |The product: A Monstrous Regiment of Women added to the store: Koch Inc
13-05-2020 13:37:49.0667|INFO |The product: Dance Dance Dance added to the store: Koch Inc
13-05-2020 13:37:49.0884|INFO |The product: If I Forget Thee Jerusalem added to the store: Koch Inc
13-05-2020 13:37:50.0122|INFO |The product: Things Fall Apart added to the store: Koch Inc
13-05-2020 13:37:50.0388|INFO |The product: Lilies of the Field added to the store: Koch Inc
13-05-2020 13:37:50.0664|INFO |The product: Far From the Madding Crowd added to the store: Koch Inc
13-05-2020 13:37:50.0924|INFO |The product: East of Eden added to the store: Koch Inc
13-05-2020 13:37:51.0146|INFO |The product: Have His Carcase added to the store: Koch Inc
13-05-2020 13:37:51.0340|INFO |The product: The Road Less Traveled added to the store: Koch Inc
13-05-2020 13:37:51.0516|INFO |The product: Ring of Bright Water added to the store: Koch Inc
13-05-2020 13:37:51.0725|INFO |The product: Time To Murder And Create added to the store: Gutmann and Sons
13-05-2020 13:37:51.0936|INFO |The product: The Mirror Crack'd from Side to Side added to the store: Gutmann and Sons
13-05-2020 13:37:52.0155|INFO |The product: Françoise Sagan added to the store: Gutmann and Sons
13-05-2020 13:37:52.0346|INFO |The product: The Violent Bear It Away added to the store: Gutmann and Sons
13-05-2020 13:37:52.0530|INFO |The product: O Jerusalem! added to the store: Gutmann and Sons
13-05-2020 13:37:52.0816|INFO |The product: For a Breath I Tarry added to the store: Gutmann and Sons
13-05-2020 13:37:53.0379|INFO |The product: Ego Dominus Tuus added to the store: Gutmann and Sons
13-05-2020 13:37:53.0583|INFO |The product: Everything is Illuminated added to the store: Gutmann and Sons
13-05-2020 13:37:53.0745|INFO |The product: The Moving Finger added to the store: Gutmann and Sons
13-05-2020 13:37:53.0925|INFO |The product: The Mermaids Singing added to the store: Gutmann and Sons
13-05-2020 13:37:54.0268|INFO |notifyObservers
13-05-2020 13:37:54.0352|INFO |The product: The Wings of the Dove added to the store: Brown-Brown
13-05-2020 13:37:54.0585|INFO |The product: A Scanner Darkly added to the store: Brown-Brown
13-05-2020 13:37:54.0849|INFO |The product: The Golden Apples of the Sun added to the store: Brown-Brown
